nsu;chave;tipo_documento;json_path;xml_path;registrado_em
11;31062001237242114000158230000000003323021528905268;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\11_31062001237242114000158230000000003323021528905268.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\INCONTEC_CONSULTORIA_LTDA NFS-e 2300000000033.xml;2026-07-09T15:22:13
12;31062001208836445000118230000000003023028272837234;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\12_31062001208836445000118230000000003023028272837234.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000030.xml;2026-07-09T15:22:25
13;31062001208836445000118230000000003723033153268505;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\13_31062001208836445000118230000000003723033153268505.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000037.xml;2026-07-09T15:22:32
14;31062001242248627000106230000000000323034541831386;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\14_31062001242248627000106230000000000323034541831386.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000003.xml;2026-07-09T15:22:38
15;31062001208991555000154230000000034723039980619602;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\15_31062001208991555000154230000000034723039980619602.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000347.xml;2026-07-09T15:22:50
16;31062001208520250000164230000000001223037609158959;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\16_31062001208520250000164230000000001223037609158959.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\VIP_INTERIORES_EM_COUROS_LTDA NFS-e 2300000000012.xml;2026-07-09T15:22:55
17;31062001210743384000196230000000006123030868438422;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\17_31062001210743384000196230000000006123030868438422.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\DALLAS_AIRMOTIVE_MANUTENCAO_DE_MOTORES_AERONAUTICOS_LTDA NFS-e 2300000000061.xml;2026-07-09T15:23:00
18;31062001204032380000105230000000089323033885222963;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\18_31062001204032380000105230000000089323033885222963.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2300000000893.xml;2026-07-09T15:23:15
19;31062001204032380000105230000000089423034133252860;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\19_31062001204032380000105230000000089423034133252860.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2300000000894.xml;2026-07-09T15:23:22
20;31062001208991555000154230000000052023046120897712;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\20_31062001208991555000154230000000052023046120897712.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000520.xml;2026-07-09T15:23:31
21;31062001208836445000118230000000005823045079999583;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\21_31062001208836445000118230000000005823045079999583.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000058.xml;2026-07-09T15:23:40
22;31062001242248627000106230000000000423048660720506;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\22_31062001242248627000106230000000000423048660720506.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000004.xml;2026-07-09T15:23:54
23;31062001204032380000105230000000110323041263872397;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\23_31062001204032380000105230000000110323041263872397.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2300000001103.xml;2026-07-09T15:23:59
24;31062001208836445000118230000000008523054586816320;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\24_31062001208836445000118230000000008523054586816320.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000085.xml;2026-07-09T15:24:03
25;31062001208991555000154230000000070023055616137934;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\25_31062001208991555000154230000000070023055616137934.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000700.xml;2026-07-09T15:24:10
26;31062001242248627000106230000000000523052886672598;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\26_31062001242248627000106230000000000523052886672598.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000005.xml;2026-07-09T15:24:19
27;31062001249576487000144230000000000323050596870892;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\27_31062001249576487000144230000000000323050596870892.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\BERNARDO_FERNANDES_VELOSO_APOIO_ADMINISTRATIVO_LTDA NFS-e 2300000000003.xml;2026-07-09T15:24:28
28;21112012248791658000195000000000000123050928326058;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\28_21112012248791658000195000000000000123050928326058.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\48.791.658_WELINGTON_SANTOS NFS-e 1.xml;2026-07-09T15:24:28
29;31062001204032380000105230000000143023051948119414;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\29_31062001204032380000105230000000143023051948119414.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2300000001430.xml;2026-07-09T15:24:49
30;31062001208836445000118230000000009323067522410370;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\30_31062001208836445000118230000000009323067522410370.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000093.xml;2026-07-09T15:24:55
31;31062001208991555000154230000000086923066718149750;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\31_31062001208991555000154230000000086923066718149750.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000869.xml;2026-07-09T15:25:08
32;21112012248791658000195000000000000323061953890452;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\32_21112012248791658000195000000000000323061953890452.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\48.791.658_WELINGTON_SANTOS NFS-e 3.xml;2026-07-09T15:25:18
33;31062001242248627000106230000000000623062545108871;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\33_31062001242248627000106230000000000623062545108871.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000006.xml;2026-07-09T15:25:25
34;31062001242248627000106230000000000723064199476995;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\34_31062001242248627000106230000000000723064199476995.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000007.xml;2026-07-09T15:25:26
35;31062001208520250000164230000000003223068198327804;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\35_31062001208520250000164230000000003223068198327804.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\VIP_INTERIORES_EM_COUROS_LTDA NFS-e 2300000000032.xml;2026-07-09T15:25:28
36;31062001211535349000144230000000012423061565261181;NFSE;saida_adn_nfse\empresas\empresa_7_cert_1\json\36_31062001211535349000144230000000012423061565261181.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ARKHI_TECNOLOGIA_LTDA NFS-e 2300000000124.xml;2026-07-09T15:25:29
